plane,series,angle_deg,total_energy_ev,relative_energy_microev
103,w_rank1_2,360.0,122.26137934941887,0.0
103,w_rank1_2_3,0.0,122.2134609715997,0.0
103,w_rank1_2_3,5.0,122.21346123606085,0.26446114986811153
103,w_rank1_2_3,10.0,122.2134620793091,1.107709394432277
103,w_rank1_2_3,15.0,122.2134634339294,2.4623297036896474
103,w_rank1_2_3,20.0,122.21346524722199,4.275622288218983
103,w_rank1_2_3,25.0,122.21346741082408,6.439224378596009
103,w_rank1_2_3,30.0,122.21346979459192,8.822992214163605
103,w_rank1_2_3,35.0,122.21347227928368,11.307683976724547
103,w_rank1_2_3,40.0,122.21347480740094,13.835801240702494
103,w_rank1_2_3,45.0,122.21347726178594,16.290186238165916
103,w_rank1_2_3,50.0,122.213479586968,18.615368304608637
103,w_rank1_2_3,55.0,122.21348172339086,20.751791154793864
103,w_rank1_2_3,60.0,122.21348370420395,22.73260425056378
103,w_rank1_2_3,65.0,122.21348540004456,24.428444859836418
103,w_rank1_2_3,70.0,122.21348684251655,25.870916843473424
103,w_rank1_2_3,75.0,122.21348797205438,27.00045467918244
103,w_rank1_2_3,80.0,122.21348878721511,27.81561541098654
103,w_rank1_2_3,85.0,122.21348926412476,28.292525058759566
103,w_rank1_2_3,90.0,122.21348938830191,28.416702207323397
103,w_rank1_2_3,95.0,122.21348926412466,28.292524959283583
103,w_rank1_2_3,100.0,122.21348878721537,27.815615666781923
103,w_rank1_2_3,105.0,122.21348797205476,27.000455062875517
103,w_rank1_2_3,110.0,122.21348684251676,25.870917056636245
103,w_rank1_2_3,115.0,122.21348540004475,24.42844504457753
103,w_rank1_2_3,120.0,122.21348370424661,22.732646911549637
103,w_rank1_2_3,125.0,122.21348172339123,20.751791524276086
103,w_rank1_2_3,130.0,122.21347958696843,18.61536873093428
103,w_rank1_2_3,135.0,122.21347726178645,16.290186749756685
103,w_rank1_2_3,140.0,122.21347480740108,13.835801382811042
103,w_rank1_2_3,145.0,122.21347227928386,11.307684161465659
103,w_rank1_2_3,150.0,122.21346979459213,8.822992427326426
103,w_rank1_2_3,155.0,122.21346741082449,6.439224790710796
103,w_rank1_2_3,160.0,122.21346524722188,4.275622174532145
103,w_rank1_2_3,165.0,122.21346343392968,2.462329973695887
103,w_rank1_2_3,170.0,122.21346207930935,1.1077096502276618
103,w_rank1_2_3,175.0,122.21346123606108,0.264461377241787
103,w_rank1_2_3,180.0,122.21346097158631,-1.3386625141720288e-05
103,w_rank1_2_3,185.0,122.21346123606085,0.26446114986811153
103,w_rank1_2_3,190.0,122.2134620793091,1.107709394432277
103,w_rank1_2_3,195.0,122.2134634339294,2.4623297036896474
103,w_rank1_2_3,200.0,122.21346524722199,4.275622288218983
103,w_rank1_2_3,205.0,122.21346741082405,6.4392243501743
103,w_rank1_2_3,210.0,122.21346979459192,8.822992214163605
103,w_rank1_2_3,215.0,122.21347227928368,11.307683976724547
103,w_rank1_2_3,220.0,122.21347480740094,13.835801240702494
103,w_rank1_2_3,225.0,122.21347726178594,16.290186238165916
103,w_rank1_2_3,230.0,122.21347958696829,18.61536858882573
103,w_rank1_2_3,235.0,122.21348172339084,20.75179114058301
103,w_rank1_2_3,240.0,122.21348370424596,22.73264625785032
103,w_rank1_2_3,245.0,122.21348540004456,24.428444859836418
103,w_rank1_2_3,250.0,122.21348684251655,25.870916843473424
103,w_rank1_2_3,255.0,122.21348797205437,27.000454664971585
103,w_rank1_2_3,260.0,122.21348878721513,27.815615425197393
103,w_rank1_2_3,265.0,122.21348926412473,28.292525030337856
103,w_rank1_2_3,270.0,122.21348938830191,28.416702207323397
103,w_rank1_2_3,275.0,122.21348926412466,28.292524959283583
103,w_rank1_2_3,280.0,122.21348878721541,27.815615709414487
103,w_rank1_2_3,285.0,122.21348797205475,27.000455048664662
103,w_rank1_2_3,290.0,122.21348684251676,25.870917056636245
103,w_rank1_2_3,295.0,122.21348540004473,24.428445030366674
103,w_rank1_2_3,300.0,122.21348370424651,22.732646812073654
103,w_rank1_2_3,305.0,122.21348172339123,20.751791524276086
103,w_rank1_2_3,310.0,122.21347958696826,18.615368560404022
103,w_rank1_2_3,315.0,122.21347726178645,16.290186749756685
103,w_rank1_2_3,320.0,122.21347480740107,13.835801368600187
103,w_rank1_2_3,325.0,122.21347227928386,11.307684161465659
103,w_rank1_2_3,330.0,122.21346979459213,8.822992427326426
103,w_rank1_2_3,335.0,122.21346741082449,6.439224790710796
103,w_rank1_2_3,340.0,122.21346524722189,4.275622188743
103,w_rank1_2_3,345.0,122.21346343392968,2.462329973695887
103,w_rank1_2_3,350.0,122.21346207930935,1.1077096502276618
103,w_rank1_2_3,355.0,122.2134612360611,0.2644613914526417
103,w_rank1_2_3,360.0,122.21346097159969,-1.4210854715202004e-08
103,w_rank1_2_3_4,0.0,122.14175651219483,0.0
103,w_rank1_2_3_4,5.0,122.14175645825733,-0.05393749802351522
103,w_rank1_2_3_4,10.0,122.14175631655593,-0.19563890418794472
103,w_rank1_2_3_4,15.0,122.1417560193665,-0.4928283345861928
103,w_rank1_2_3_4,20.0,122.14175555245454,-0.9597402907957076
103,w_rank1_2_3_4,25.0,122.14175484980957,-1.662385258782706
103,w_rank1_2_3_4,30.0,122.14175401092804,-2.501266791909984
103,w_rank1_2_3_4,35.0,122.14175303851152,-3.473683307220199
103,w_rank1_2_3_4,40.0,122.1417519249006,-4.587294228031169
103,w_rank1_2_3_4,45.0,122.14175072888602,-5.7833088078496075
103,w_rank1_2_3_4,50.0,122.14174936173109,-7.150463744665103
103,w_rank1_2_3_4,55.0,122.14174792323786,-8.588956973198947
103,w_rank1_2_3_4,60.0,122.14174653786189,-9.974332940032582
103,w_rank1_2_3_4,65.0,122.14174520631582,-11.305879013434605
103,w_rank1_2_3_4,70.0,122.14174407345956,-12.438735268460732
103,w_rank1_2_3_4,75.0,122.14174304297812,-13.469216710859655
103,w_rank1_2_3_4,80.0,122.14174231108484,-14.201109991063277
103,w_rank1_2_3_4,85.0,122.14174179305166,-14.719143166530557
103,w_rank1_2_3_4,90.0,122.1417416108635,-14.901331326200307
